CO_IES,NO_IES,SG_IES,TP_CATEGORIA_ADMINISTRATIVA,TP_ORGANIZACAO_ACADEMICA,REGIAO
19374,FACULDADE SANTA LUZIA,FSL,Privada com fins lucrativos,Faculdade,Nordeste
17982,Faculdade Rhema,FACUR,Privada com fins lucrativos,Faculdade,Sul
18106,FACULDADE COELHO NETO,FACNET,Privada com fins lucrativos,Faculdade,Nordeste
18019,Faculdade do Educador,FEDUC,Privada sem fins lucrativos,Faculdade,Sudeste
18046,FACULDADE ILAPEO,ILAPEO,Privada com fins lucrativos,Faculdade,Sul
18034,Centro de Ensino Superior Riograndese,CESURG,Privada com fins lucrativos,Faculdade,Sul
18062,Faculdade Marechal Rondon,,Privada sem fins lucrativos,Faculdade,Norte
18067,CISNE - Faculdade Tecnológica de Quixadá,CFTQ,Privada com fins lucrativos,Faculdade,Nordeste
18065,CISNE - FACULDADE DE QUIXADÁ,CFQ,Privada com fins lucrativos,Faculdade,Nordeste
18072,FACULDADE CEAT,FACEAT,Privada sem fins lucrativos,Faculdade,Sudeste
18051,Faculdades de Ciências e Tecnologia do Nordeste LTDA,FACINE,Privada com fins lucrativos,Faculdade,Nordeste
18073,Faculdade Fasipe Cuiabá,FFC,Privada com fins lucrativos,Faculdade,Centro-Oeste
18077,Faculdade Cosmopolita,,Privada com fins lucrativos,Faculdade,Norte
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Universidade,Nordeste
19130,FACULDADE SERRA GERAL,FASG,Privada com fins lucrativos,Faculdade,Sudeste
18148,FACULDADE CONHECIMENTO & CIÊNCIA,FCC,Privada com fins lucrativos,Faculdade,Norte
18114,Faculdade Fasipe Mato Grosso,FFMT,Privada com fins lucrativos,Faculdade,Centro-Oeste
18288,Faculdade Latino-americana,FLAM,Privada sem fins lucrativos,Faculdade,Sudeste
18133,Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA,FACUNICAMPS,Privada com fins lucrativos,Faculdade,Centro-Oeste
18165,Fundação Universidade Virtual do Estado de São Paulo,UNIVESP,Pública Estadual,Universidade,Sudeste
18167,Faculdade CEPEP,,Privada sem fins lucrativos,Faculdade,Nordeste
18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,FACIGMA,Privada com fins lucrativos,Faculdade,Nordeste
2827,FACULDADE EVANGÉLICA DO PIAUI,FAEPI,Privada com fins lucrativos,Faculdade,Nordeste
21995,Faculdade de Tecnologia Senac Curitiba,,Privada sem fins lucrativos,Faculdade,Sul
21821,Faculdade de Tecnologia Senac Maringá,,Privada sem fins lucrativos,Faculdade,Sul
18319,FACULDADES INTEGRADAS VITAL BRAZIL,FVB,Privada com fins lucrativos,Faculdade,Sudeste
1292,Centro Universitário de Adamantina,FAI,Especial,Centro Universitário,Sudeste
3939,FACULDADE ALIANÇA DE ITABERAI,,Privada com fins lucrativos,Faculdade,Centro-Oeste
18478,Faculdade Paulo Picanço,FACPP,Privada com fins lucrativos,Faculdade,Nordeste
18799,Faculdade Itataia,FACIT,Privada sem fins lucrativos,Faculdade,Nordeste
18463,"FACULDADE DE ADMINISTRAÇÃO, HUMANAS E EXATAS",FAHE,Privada com fins lucrativos,Faculdade,Centro-Oeste
18509,FACULDADE SOLIDÁRIA DE SOBRADINHO,FASOL,Privada sem fins lucrativos,Faculdade,Centro-Oeste
18372,FACULDADE SOLIDARIA DO OESTE PAULISTA,FASOL,Privada sem fins lucrativos,Faculdade,Sudeste
4780,FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ,FACISA,Privada sem fins lucrativos,Faculdade,Sudeste
2539,FACULDADE EVANGÉLICA DO MEIO NORTE,FAEME,Privada sem fins lucrativos,Faculdade,Nordeste
652,FACULDADE SANTA CECÍLIA,FASC,Privada sem fins lucrativos,Faculdade,Sudeste
3365,FACULDADE SÃO FRANCISCO DE JUAZEIRO,FASJ,Privada com fins lucrativos,Faculdade,Nordeste
18440,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Pública Federal,Universidade,Norte
19319,FACULDADE METROPOLITANA DE TERESINA,,Privada com fins lucrativos,Faculdade,Nordeste
18703,Faculdade JK Brasília Asa Sul II,JK,Privada com fins lucrativos,Faculdade,Centro-Oeste
18616,FACULDADE ÁGORA - FAG,FAG,Privada com fins lucrativos,Faculdade,Centro-Oeste
18637,Faculdade ImesMercosur,ImesMercosur,Privada sem fins lucrativos,Faculdade,Sudeste
1576,INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS,FASERRA,Privada sem fins lucrativos,Faculdade,Sudeste
18471,Faculdade de Ciências Médicas Aggeu Magalhães,FAMA,Privada com fins lucrativos,Faculdade,Nordeste
2041,FACULDADE SUDAMÉRICA,SUDAMÉRICA,Privada sem fins lucrativos,Faculdade,Sudeste
2775,Faculdades Integradas Desembargador Sávio Brandão,FAUSB,Privada com fins lucrativos,Faculdade,Centro-Oeste
2330,Faculdade Cândido Rondon,FCR,Privada com fins lucrativos,Faculdade,Centro-Oeste
15445,FACULDADE DA INDÚSTRIA CURITIBA,FAIND/CTBA,Privada sem fins lucrativos,Faculdade,Sul
1400,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,FAIND/SJP,Privada sem fins lucrativos,Faculdade,Sul
18516,FACULDADE MIRIENSE,,Privada com fins lucrativos,Faculdade,Norte
18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Pública Federal,Universidade,Nordeste
19408,Faculdade AGES de Jacobina,Faculdade AGES,Privada com fins lucrativos,Faculdade,Nordeste
18735,Faculdade AGES de Lagarto,Faculdade AGES,Privada com fins lucrativos,Faculdade,Nordeste
18708,Faculdade AGES de Senhor do Bonfim,Faculdade AGES,Privada com fins lucrativos,Faculdade,Nordeste
18700,Faculdade AGES de Jeremoabo,AGES,Privada com fins lucrativos,Faculdade,Nordeste
18646,Faculdade Evolução do Vale do Acaraú,FAEVA,Privada com fins lucrativos,Faculdade,Nordeste
18623,FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO,FESCEMP,Privada com fins lucrativos,Faculdade,Nordeste
18659,Faculdade Pitágoras do Ceará,,Privada com fins lucrativos,Faculdade,Nordeste
18636,Faculdade da Região Sisaleira,FARESI,Privada com fins lucrativos,Faculdade,Nordeste
20607,Faculdade de Tecnologia e Ciências - FTC Petrolina,FTC Petrolina,Privada com fins lucrativos,Faculdade,Nordeste
20606,Faculdade de Tecnologia e Ciências,FTC Juazeiro,Privada com fins lucrativos,Faculdade,Nordeste
18711,Faculdade de Tecnologia e Ciências,FTC São Paulo,Privada com fins lucrativos,Faculdade,Sudeste
1738,Faculdade São Lucas Porto Velho,FSL,Privada com fins lucrativos,Faculdade,Norte
450,Centro Universitário São Lucas Ji-Paraná,UniSL,Privada com fins lucrativos,Centro Universitário,Norte
18667,FACULDADE SÃO LUCAS DE CAÇAPAVA,FSL,Privada com fins lucrativos,Faculdade,Sudeste
18684,Faculdade Santa Teresa,,Privada com fins lucrativos,Faculdade,Norte
18729,Faculdade Latino Americano de Educação,FLAED,Privada com fins lucrativos,Faculdade,Nordeste
22101,Faculdade de Educação de Patos de Minas,FAEP,Privada com fins lucrativos,Faculdade,Sudeste
18749,Faculdade de Elesbão Veloso,FAEVE,Privada com fins lucrativos,Faculdade,Nordeste
19325,Faculdade do Centro Oeste Paulista,FACOP,Privada com fins lucrativos,Faculdade,Sudeste
1716,Centro Universitário União das Américas,UNIAMÉRICA,Privada sem fins lucrativos,Centro Universitário,Sul
18759,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,Pública Federal,Universidade,Nordeste
1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,Pública Federal,"Instituto Federal de Educação, Ciência e Tecnologia",Nordeste
1932,FACULDADE PALOTINA,FAPAS,Privada sem fins lucrativos,Faculdade,Sul
18812,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,UFSB,Pública Federal,Universidade,Nordeste
3232,FI - FACULDADE IGUAÇU,FI,Privada com fins lucrativos,Faculdade,Sul
18814,Faculdade Ibiapaba,,Privada com fins lucrativos,Faculdade,Nordeste
12748,"FETAC - FACULDADE DE EDUCAÇÃO, TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ",FETAC,Privada com fins lucrativos,Faculdade,Centro-Oeste
1933,FACULDADE BIRIGUI,FABI,Privada com fins lucrativos,Faculdade,Sudeste
516,CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO,UNIRJ,Privada sem fins lucrativos,Centro Universitário,Sudeste
493,FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ,FACEG,Privada sem fins lucrativos,Faculdade,Sudeste
225,FACULDADE DE SANTO ANDRÉ,,Privada sem fins lucrativos,Faculdade,Sudeste
492,FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ,FACEAG,Privada sem fins lucrativos,Faculdade,Sudeste
1835,Faculdade de Colinas do Tocantins,,Privada com fins lucrativos,Faculdade,Norte
994,Faculdade de Duque de Caxias,FDC,Privada sem fins lucrativos,Faculdade,Sudeste
1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,IESB,Privada com fins lucrativos,Faculdade,Sudeste
1804,FACULDADE DE MAUÁ - FAMA,FAMA,Privada sem fins lucrativos,Faculdade,Sudeste
915,FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL,FAFS,Privada sem fins lucrativos,Faculdade,Centro-Oeste
5217,FACULDADES INTEGRADAS PAULISTA,FIP,Privada com fins lucrativos,Faculdade,Sudeste
886,FACULDADE DE HORTOLÂNDIA,FACH,Privada com fins lucrativos,Faculdade,Sudeste
1711,FACULDADE DE PRESIDENTE PRUDENTE,FAPEPE,Privada com fins lucrativos,Faculdade,Sudeste
1686,FACULDADE BARDDAL DE ARTES APLICADAS,,Privada com fins lucrativos,Faculdade,Sul
4681,FACULDADE CENTRO PAULISTANO,,Privada sem fins lucrativos,Faculdade,Sudeste
202,FACULDADE DO RIO DE JANEIRO,,Privada com fins lucrativos,Faculdade,Sudeste
4442,ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA,ESPA,Privada com fins lucrativos,Faculdade,Sudeste
4293,FACULDADE DE TIETÊ,,Privada com fins lucrativos,Faculdade,Sudeste
1619,FACULDADE DE OLÍMPIA,,Privada com fins lucrativos,Faculdade,Sudeste
416,FACULDADE DE SÃO PAULO,FASP,Privada com fins lucrativos,Faculdade,Sudeste
779,FACULDADE DE PONTA PORÃ,FAP,Privada com fins lucrativos,Faculdade,Centro-Oeste
4029,FACULDADE DE SANTA BÁRBARA D'OESTE,FAP,Privada com fins lucrativos,Faculdade,Sudeste
1581,FACULDADE DE SANTA LUZIA,FACSAL,Privada sem fins lucrativos,Faculdade,Sudeste
1562,FACULDADE DE ILHA SOLTEIRA,FAISA,Privada sem fins lucrativos,Faculdade,Sudeste
1545,FACULDADE DE BOITUVA,FIB,Privada sem fins lucrativos,Faculdade,Sudeste
3793,FACULDADE DE FRUTAL,FAF,Privada com fins lucrativos,Faculdade,Sudeste
723,FACULDADE DE ADMINISTRAÇÃO DE ASSIS,FAA,Privada sem fins lucrativos,Faculdade,Sudeste
3743,FACULDADE DE JACAREÍ,,Privada com fins lucrativos,Faculdade,Sudeste
722,ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS,EEFA,Privada sem fins lucrativos,Faculdade,Sudeste
721,FACULDADE DE EDUCAÇÃO DE ASSIS,FAEDA,Privada sem fins lucrativos,Faculdade,Sudeste
1465,FACULDADE DE RIBEIRÃO PRETO,AFARP,Privada com fins lucrativos,Faculdade,Sudeste
1463,FACULDADE DE BARUERI,FCGB,Privada sem fins lucrativos,Faculdade,Sudeste
3513,FACULDADE DE PRESIDENTE VENCESLAU,FAPREV,Privada com fins lucrativos,Faculdade,Sudeste
3456,FACULDADE POLITÉCNICA DE CAMPINAS,POLICAMP,Privada sem fins lucrativos,Faculdade,Sudeste
371,FACULDADE DE MÚSICA CARLOS GOMES,FMCG,Privada com fins lucrativos,Faculdade,Sudeste
3400,FACULDADE DE PENÁPOLIS,,Privada com fins lucrativos,Faculdade,Sudeste
1449,FACULDADE DE IBAITI,FEATI,Privada sem fins lucrativos,Faculdade,Sul
3230,FACULDADE LUIZ EDUARDO MAGALHÃES,FILEM,Privada sem fins lucrativos,Faculdade,Nordeste
3186,FACULDADE DE SÃO ROQUE,FAEV,Privada com fins lucrativos,Faculdade,Sudeste
2927,FACULDADE DE BELO HORIZONTE,FDR,Privada com fins lucrativos,Faculdade,Sudeste
2891,FACULDADE BARÃO DE PIRATININGA,AES,Privada com fins lucrativos,Faculdade,Sudeste
2879,FACULDADE DE CAIEIRAS,,Privada sem fins lucrativos,Faculdade,Sudeste
339,FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT),,Privada sem fins lucrativos,Faculdade,Nordeste
1313,FACULDADE DE SUZANO,UNISUZ,Privada sem fins lucrativos,Faculdade,Sudeste
1304,FACULDADE DE RIBEIRÃO PIRES,,Privada sem fins lucrativos,Faculdade,Sudeste
2530,FACULDADE DE GUARULHOS,FAG,Privada com fins lucrativos,Faculdade,Sudeste
1291,FACULDADE DE SANTO ANTONIO DA PLATINA,,Privada com fins lucrativos,Faculdade,Sul
1275,FACULDADE DO GUARUJÁ,FAGU,Privada com fins lucrativos,Faculdade,Sudeste
1247,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,FACINAN,Privada sem fins lucrativos,Faculdade,Centro-Oeste
2257,FACULDADE DIADEMA,FAD,Privada sem fins lucrativos,Faculdade,Sudeste
1213,FACULDADE FLEMING,SEF,Privada sem fins lucrativos,Faculdade,Sudeste
1212,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS,FCCA,Privada sem fins lucrativos,Faculdade,Sudeste
1194,FACULDADE DE TECNOLOGIA DE PONTA PORÃ,FATEP,Privada com fins lucrativos,Faculdade,Centro-Oeste
17839,FACULDADE DE DRACENA,,Privada com fins lucrativos,Faculdade,Sudeste
2131,FACULDADE DE SÃO BERNARDO DO CAMPO,FAPAN,Privada com fins lucrativos,Faculdade,Sudeste
270,FACULDADE DE TUPÃ,,Privada com fins lucrativos,Faculdade,Sudeste
2054,FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA,FENA,Privada sem fins lucrativos,Faculdade,Centro-Oeste
2039,FACULDADE CIDADE LUZ,FACILUZ,Privada com fins lucrativos,Faculdade,Sudeste
2009,FACULDADE DE TAQUARITINGA,FTGA,Privada com fins lucrativos,Faculdade,Sudeste
1118,FACULDADE DE MIRASSOL,,Privada com fins lucrativos,Faculdade,Sudeste
1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,FAPE,Privada com fins lucrativos,Faculdade,Sudeste
362,FACULDADE PAULISTA DE SERVIÇO SOCIAL,FAPSS-SP.,Privada com fins lucrativos,Faculdade,Sudeste
18826,Faculdade FILOS,,Privada com fins lucrativos,Faculdade,Centro-Oeste
19210,Faculdades Integradas de Taguaí,FIT,Privada com fins lucrativos,Faculdade,Sudeste
2015,INSTITUTO SANTO TOMÁS DE AQUINO,ISTA,Privada sem fins lucrativos,Faculdade,Sudeste
19281,FACULDADE ATAME,ATAME,Privada com fins lucrativos,Faculdade,Centro-Oeste
18896,Soberana Faculdade de Saúde de Petrolina,SOBERANA,Privada com fins lucrativos,Faculdade,Nordeste
21685,Faculdade Gil Gal,GILGAL,Privada com fins lucrativos,Faculdade,Nordeste
4889,FACULDADE DE CONCHAS,,Privada com fins lucrativos,Faculdade,Sudeste
18952,Faculdade FAMART,,Privada com fins lucrativos,Faculdade,Sudeste
19251,FACULDADE PÓLIS CIVITAS,,Privada com fins lucrativos,Faculdade,Sul
19173,FACULDADES INTEGRADAS DO CEARÁ - UniFIC,FACULDADE UniFIC,Privada com fins lucrativos,Faculdade,Nordeste
19049,FACULDADE INTEGRADA DE VILA VELHA,MULTIVIX VILA V,Privada com fins lucrativos,Faculdade,Sudeste
18979,FACULDADE CAPIXABA DE VILA VELHA,MULTIVIX VILA V,Privada com fins lucrativos,Faculdade,Sudeste
19297,FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCISCO,FAPIDE,Privada com fins lucrativos,Faculdade,Nordeste
18978,Faculdade Rebouças de Campina Grande,,Privada com fins lucrativos,Faculdade,Nordeste
19196,Faculdade IDD,IDD,Privada com fins lucrativos,Faculdade,Sul
19189,FIP - FACULDADE DE IPORÃ PARANÁ,FIP,Privada com fins lucrativos,Faculdade,Sul
19197,FACULDADE NIP DE CIÊNCIAS APLICADAS,FANIP,Privada sem fins lucrativos,Faculdade,Nordeste
19216,FACULDADE METROPOLITANA RECANTO DAS EMAS,FMRE,Privada com fins lucrativos,Faculdade,Centro-Oeste
19198,FACULDADE DE TECNOLOGIA E EDUCAÇÃO DE GOIÁS,FATEG,Privada com fins lucrativos,Faculdade,Centro-Oeste
19287,Faculdade do Centro Maranhense,FCMA,Privada com fins lucrativos,Faculdade,Nordeste
19219,FACULDADE DO DISTRITO FEDERAL,FACDF,Privada com fins lucrativos,Faculdade,Centro-Oeste
21757,Faculdade Sul Mineira,FASULMG,Privada com fins lucrativos,Faculdade,Sudeste
19716,Faculdade Integral de Jaboatão dos Guararapes,FIJ,Privada com fins lucrativos,Faculdade,Nordeste
19369,Faculdade Martinho Lutero,FML,Privada com fins lucrativos,Faculdade,Nordeste
1866,Faculdade de Ciências Educacionais e Empresariais de Natal,FACEN,Privada sem fins lucrativos,Faculdade,Nordeste
2514,Faculdade de Ciências Educacionais do Rio Grande do Norte,FACERN,Privada sem fins lucrativos,Faculdade,Nordeste
19853,ATOPP BRASIL FACULDADE DE NEGÓCIOS,ATOPP BRASIL,Privada com fins lucrativos,Faculdade,Sul
19349,Faculdade do Instituto Panamericano,FACIPAN,Privada com fins lucrativos,Faculdade,Centro-Oeste
19348,Faculdade de Tecnologia Ícone,FACTI,Privada com fins lucrativos,Faculdade,Centro-Oeste
19465,Faculdade Metropolitana de Petrolina,FAM,Privada com fins lucrativos,Faculdade,Nordeste
19476,EMGE - ESCOLA DE ENGENHARIA,,Privada sem fins lucrativos,Faculdade,Sudeste
20481,Faculdade de Bragança,FABRA,Privada com fins lucrativos,Faculdade,Norte
1956,FACULDADE REGIONAL BRASILEIRA - MACEIÓ,IBESA,Privada sem fins lucrativos,Faculdade,Nordeste
15428,Faculdade UNIRB - NATAL,F. UNIRB,Privada sem fins lucrativos,Faculdade,Nordeste
3182,Faculdade UNIRB - ARAPIRACA,F. UNIRB,Privada com fins lucrativos,Faculdade,Nordeste
2444,Faculdade Unirb - Barreiras,F. UNIRB,Privada sem fins lucrativos,Faculdade,Nordeste
17896,FACULDADE BRASILEIRA DE TECNOLOGIA,FBT,Privada com fins lucrativos,Faculdade,Nordeste
19963,FACULDADE DE ODONTOLOGIA DO NORTE DE MINAS,FACIONORTE,Privada com fins lucrativos,Faculdade,Sudeste
19670,Faculdade de Ciências da Saúde Moinhos de Vento,FACSMV,Privada sem fins lucrativos,Faculdade,Sul
19512,INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS,IMEPAC,Privada com fins lucrativos,Faculdade,Sudeste
19554,INSTITUTO EDUCACIONAL SUPERIOR E PROFISSIONAL,IESP,Privada com fins lucrativos,Faculdade,Nordeste
1865,Faculdade Alvorada Paulista,FALP,Privada com fins lucrativos,Faculdade,Sudeste
3839,Faculdade IPEMED de Ciências Médicas,IPEMED,Privada com fins lucrativos,Faculdade,Sudeste
19565,Faculdade Tecnológica de Pernambuco,FATEPE,Privada com fins lucrativos,Faculdade,Nordeste
3304,CENTRO UNIVERSITÁRIO DE PATOS,UNIFIP,Privada com fins lucrativos,Centro Universitário,Nordeste
21494,FACULDADES INTEGRADAS DE PATOS,FIP,Privada com fins lucrativos,Faculdade,Nordeste
19555,Favenorte de Porteirinha,FAVEPORT,Privada com fins lucrativos,Faculdade,Sudeste
19563,FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS ECONÔMICAS LTDA,FACEC,Privada com fins lucrativos,Faculdade,Sul
19842,CENTRO DE ENSINO SUPERIOR DE BACABEIRA,CESBA,Privada com fins lucrativos,Faculdade,Nordeste
19632,FACULDADE DAMA,,Privada com fins lucrativos,Faculdade,Sul
19635,Faculdade de Ensino Superior Pelegrino Cipriani,FASPEC,Privada com fins lucrativos,Faculdade,Centro-Oeste
19607,FACULDADE SANTISSIMA TRINDADE,FAST,Privada com fins lucrativos,Faculdade,Nordeste
20052,Faculdade ABC de Goiânia,FABC,Privada com fins lucrativos,Faculdade,Centro-Oeste
481,Universidade Universus Veritas Guarulhos,Univeritas UNG,Privada sem fins lucrativos,Universidade,Sudeste
3675,Sinal Faculdade de Ciências Humanas e Sociais,SINAL,Privada sem fins lucrativos,Faculdade,Norte
19816,Faculdades Impactos Brasil,FACIB,Privada com fins lucrativos,Faculdade,Centro-Oeste
20636,Faculdade Trilógica Keppe & Pacheco,Keppe & Pacheco,Privada com fins lucrativos,Faculdade,Sudeste
20200,Faculdade Padre Cícero,,Privada com fins lucrativos,Faculdade,Nordeste
19674,Faculdade do Vale do São Francisco,FAVASF,Privada com fins lucrativos,Faculdade,Nordeste
19860,FACULDADE CONCEITO EDUCACIONAL,FACCON,Privada com fins lucrativos,Faculdade,Nordeste
19727,FACULDADE REPUBLICANA BRASILEIRA,FRBr,Privada sem fins lucrativos,Faculdade,Centro-Oeste
19909,ICTQ/PGE,ICTQ/PGE,Privada com fins lucrativos,Faculdade,Centro-Oeste
19861,Faculdade de Santana de Parnaíba,FASP,Privada sem fins lucrativos,Faculdade,Sudeste
20106,FACULDADE STBNB,,Privada sem fins lucrativos,Faculdade,Nordeste
21240,FACULDADE UNIRB - PIAUÍ,F. UNIRB,Privada com fins lucrativos,Faculdade,Nordeste
5473,FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA,FACITE,Privada com fins lucrativos,Faculdade,Nordeste
12946,FACULDADE DE MATO GROSSO,FAMAT,Privada com fins lucrativos,Faculdade,Centro-Oeste
3648,INSTITUTO DE ENSINO SUPERIOR DE CUIABÁ,,Privada com fins lucrativos,Faculdade,Centro-Oeste
590,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,Pública Federal,Universidade,Norte
1312,FACULDADES INTEGRADAS DE RONDONÓPOLIS,FAIR,Privada com fins lucrativos,Faculdade,Centro-Oeste
20328,FACULDADE DE ODONTOLOGIA DA APCD,FAOA,Privada com fins lucrativos,Faculdade,Sudeste
21654,Faculdade de Engenharia e Agrimensura de São Paulo,FEASP,Privada sem fins lucrativos,Faculdade,Sudeste
20053,FACULDADE UNIMED,,Privada sem fins lucrativos,Faculdade,Sudeste
3303,Faculdade Invest de Ciências e Tecnologia,INVEST,Privada sem fins lucrativos,Faculdade,Centro-Oeste
21681,FACULDADE UNIVEST DE EDUCAÇÃO,UNIVEST,Privada com fins lucrativos,Faculdade,Centro-Oeste
20122,FACULDADE DOMUS SAPIENS,FDS,Privada com fins lucrativos,Faculdade,Nordeste
20100,Instituto Leya de Educação Superior,Leya,Privada com fins lucrativos,Faculdade,Centro-Oeste
20110,Faculdade de Tecnologia e Administração Edufor,EDUFOR,Privada com fins lucrativos,Faculdade,Nordeste
20105,Faculdade de Ciências e Saúde Edufor,EDUFOR,Privada com fins lucrativos,Faculdade,Nordeste
1637,FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ,FAMA,Privada com fins lucrativos,Faculdade,Nordeste
20615,Faculdade do Sertão Central,FASEC,Privada com fins lucrativos,Faculdade,Nordeste
22245,FACULDADE DO CARIRI PARAIBANO,UNICIR,Privada com fins lucrativos,Faculdade,Nordeste
20455,Faculdade de Tecnologia Avançada,,Privada com fins lucrativos,Faculdade,Centro-Oeste
20410,Faculdade de Indiara,FAIND,Privada com fins lucrativos,Faculdade,Centro-Oeste
4629,Faculdade Innovare,FACINN,Privada com fins lucrativos,Faculdade,Sudeste
20499,Faculdade da Polícia Militar,FPM,Privada sem fins lucrativos,Faculdade,Centro-Oeste
2688,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,INESP,Privada com fins lucrativos,Faculdade,Sudeste
3336,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,UERGS,Pública Estadual,Universidade,Sul
20586,Faculdade Van Gogh,FVG,Privada com fins lucrativos,Faculdade,Sudeste
20476,Faculdade ANCLIVEPA,ANCLIVEPA,Privada com fins lucrativos,Faculdade,Sudeste
20494,Faculdade Autônoma do Brasil - Maceió,FBR Maceió,Privada com fins lucrativos,Faculdade,Nordeste
21459,FACULDADE DOM BOSCO DE MARINGA,DOM BOSCO,Privada com fins lucrativos,Faculdade,Sul
